n1,n2,exact_change,approx_change
8,9,81,148
6,9,76,107
4,8,14,34
8,10,147,215
6,8,46,106
4,9,2,24
8,9,71,137
6,10,49,94
4,10,9,32
8,9,86,153
6,9,75,141
3,7,2,15
7,10,93,160
5,7,60,93
3,4,34,44
7,9,66,125
5,7,66,107
3,8,6,10
7,10,52,150
5,7,34,46
3,6,0,0
7,8,82,158
5,9,42,85
3,10,11,35
7,10,53,124
5,9,42,80
3,8,5,22
7,8,103,168
5,6,35,60
3,5,1,3
7,9,43,136
5,6,43,86
3,9,11,18
7,8,135,212
5,6,80,101
3,7,3,16
7,9,103,193
5,8,12,51
3,4,26,42
7,8,90,163
5,8,34,69
3,9,7,30
7,9,52,92
5,8,57,106
3,6,4,23
7,10,98,157
5,10,29,66
3,10,3,10
7,9,68,127
5,10,25,54
3,8,0,7
7,10,118,147
5,7,26,54
3,5,21,28
7,9,75,140
5,7,23,54
3,9,22,34
7,10,76,153
5,7,47,86
3,7,0,14
7,8,84,165
5,9,39,89
3,4,31,48
7,10,84,144
5,9,42,66
3,9,4,28
7,8,72,115
5,6,15,43
3,6,0,2
7,10,64,151
5,6,44,59
3,10,10,32
7,8,161,216
5,6,63,100
3,8,13,26
7,9,120,159
5,8,52,78
3,5,3,21
7,8,85,156
5,8,43,84
3,10,28,38
7,9,50,96
5,10,35,82
3,7,8,24
7,10,98,197
5,10,22,37
3,4,22,23
7,9,95,165
5,10,36,91
3,9,9,23
7,10,30,120
5,7,30,80
3,6,25,27
7,9,84,147
5,7,49,102
3,4,14,23
7,10,113,178
5,7,24,64
3,8,6,19
7,8,72,117
5,9,20,46
3,5,0,3
7,10,83,150
5,9,48,93
3,10,15,42
7,8,120,206
5,6,37,62
3,7,22,41
7,10,58,126
5,6,31,76
3,4,10,20
7,8,98,144
5,6,53,79
3,9,7,17
7,9,134,194
5,8,67,87
3,6,7,19
7,8,70,145
5,8,55,62
3,4,2,12
7,9,112,156
5,10,31,67
3,8,3,23
7,10,107,158
5,10,11,64
3,5,20,28
7,9,81,176
5,10,19,64
3,10,7,22
7,10,58,119
5,7,9,29
3,7,11,33
7,9,84,137
5,7,35,49
3,5,35,63
7,10,107,214
5,7,45,73
3,9,10,20
7,8,105,142
4,7,4,23
8,9,105,197
6,8,18,47
4,8,18,54
8,9,134,232
6,7,75,126
4,10,9,20
8,10,121,219
6,9,74,107
4,5,23,36
8,9,121,193
6,8,63,103
4,6,8,31
8,9,134,185
6,7,57,144
4,8,9,37
8,10,108,202
6,9,42,113
4,9,16,54
8,10,128,238
6,8,58,114
4,5,22,47
8,9,134,200
6,7,56,105
4,6,0,13
8,10,87,152
6,9,79,119
4,7,32,48
8,10,83,133
6,8,111,149
4,9,11,44
8,9,146,199
6,10,46,82
4,10,3,16
8,9,82,172
6,9,64,130
4,5,40,47
8,10,90,182
6,8,23,86
4,7,24,49
8,9,142,221
6,10,107,164
4,8,3,32
8,9,183,238
6,9,40,84
4,10,0,13
8,10,122,147
6,7,30,56
4,5,26,38
8,10,118,175
6,10,86,142
4,6,8,42
8,9,123,172
6,9,72,129
4,8,15,29
8,10,107,209
6,7,87,154
4,9,28,89
8,10,95,148
6,10,56,107
4,5,1,11
8,9,104,180
6,8,63,93
4,6,7,7
8,10,101,179
6,7,106,153
4,7,10,31
8,10,97,214
6,10,32,88
4,9,24,41
8,9,155,245
6,8,46,110
4,10,17,44
8,9,126,212
6,7,44,98
4,6,25,64
8,10,125,182
6,10,23,88
4,7,16,51
8,9,91,170
6,8,56,132
4,8,6,22
8,9,145,183
6,7,73,108
4,10,5,35
8,10,93,162
6,9,42,95
4,5,21,33
8,10,135,243
6,8,41,78
4,6,17,54
8,9,131,233
6,7,92,120
4,8,19,41
8,10,154,213
6,9,45,101
4,9,23,68
8,10,93,118
6,8,35,78
4,5,40,59
8,9,124,150
6,10,57,126
4,6,21,52
8,10,88,159
6,9,44,98
4,7,26,47
8,10,115,196
6,8,67,131
4,9,23,66
8,9,122,198
6,10,35,78
4,10,9,37
8,9,242,304
6,9,71,116
4,6,40,66
8,10,74,153
6,8,71,118
4,7,21,50
8,9,67,180
6,10,34,86
4,8,39,62
8,9,149,214
6,9,41,85
4,10,13,39
8,10,91,174
6,7,74,96
4,5,24,37
8,10,69,129
5,10,51,81
3,4,14,18
7,8,117,169
5,10,31,73
3,9,26,52
7,9,71,121
5,7,57,122
3,6,14,38
7,8,121,219
5,7,41,109
3,4,29,48
7,9,73,122
5,9,46,64
3,8,7,17
7,10,33,100
5,9,36,74
3,5,22,42
7,9,65,154
5,9,31,54
3,10,10,21
7,10,57,163
5,6,28,60
3,7,11,22
7,9,58,123
5,6,53,109
3,5,10,24
7,10,105,179
5,6,21,33
3,9,17,28
7,8,97,186
5,8,51,97
3,6,6,35
7,10,103,175
5,8,37,83
3,4,13,23
7,8,143,213
5,10,16,41
3,8,16,20
7,10,77,155
5,10,42,101
3,6,9,11
7,8,149,207
5,10,40,101
3,10,6,45
7,9,84,174
5,7,28,41
3,7,5,6
7,8,81,186
5,7,50,71
3,5,12,14
7,9,133,157
5,9,18,50
3,9,5,15
7,8,78,142
5,9,63,116
3,6,22,24
7,9,155,235
5,9,66,119
3,4,16,25
7,10,94,198
5,6,36,71
3,8,2,8
7,9,51,104
5,6,40,71
3,6,2,13
7,10,48,121
5,8,65,101
3,10,2,24
7,8,140,211
5,8,21,46
3,7,18,41
7,10,78,166
5,8,51,67
3,5,8,26
7,8,92,165
5,10,49,97
3,9,7,21
7,10,57,149
5,10,32,71
3,7,2,19
7,8,83,156
5,10,37,61
3,4,16,16
7,9,89,162
5,7,44,59
3,8,21,29
7,8,98,191
5,7,17,44
3,6,14,29
7,9,51,107
5,9,43,108
3,10,4,24
7,8,153,202
5,9,37,69
3,7,13,27
7,9,56,107
5,9,12,31
3,5,5,23
7,10,93,151
5,6,28,54
3,9,7,26
7,9,92,153
5,6,39,72
3,7,14,33
7,10,53,102
5,8,31,57
3,4,11,14
7,8,130,188
5,8,41,100
3,8,7,16
7,10,82,133
5,8,46,73
3,6,24,31
7,8,110,161
5,10,16,36
3,10,5,14
7,10,82,171
5,10,18,69
3,8,22,36
7,8,101,166
5,10,41,72
3,5,18,22
7,9,68,135
5,7,63,88
3,9,0,13
7,8,146,215
5,7,50,77
8,9,173,263
6,7,33,77
4,8,31,43
8,10,84,160
6,9,106,156
4,9,9,41
8,9,77,181
6,8,65,125
4,10,5,21
8,9,93,213
6,7,102,148
4,6,12,30
8,10,158,242
6,9,44,92
4,7,29,63
8,10,104,200
6,8,49,111
4,9,1,20
8,9,96,180
6,10,18,79
4,10,35,76
8,10,165,231
6,9,54,100
4,5,18,37
8,10,102,126
6,8,60,100
4,7,9,21
8,9,106,149
6,10,39,110
4,8,17,36
8,9,147,217
6,9,47,107
4,10,4,22
8,10,116,230
6,8,72,104
4,5,21,48
8,9,150,239
6,10,44,85
4,6,44,76
8,9,182,249
6,9,75,107
4,8,8,41
8,10,154,229
6,7,43,90
4,9,29,48
8,10,115,203
6,10,40,69
4,10,29,74
8,9,199,300
6,9,45,126
4,6,7,31
8,10,127,218
6,7,39,71
4,7,5,45
8,10,109,155
6,10,37,114
4,9,11,36
8,9,80,158
6,8,70,109
4,10,6,32
8,10,123,204
6,7,48,73
4,5,19,35
8,10,150,234
6,10,78,136
4,7,10,42
8,9,95,180
6,8,61,128
4,8,22,33
8,9,142,214
6,7,49,112
4,10,5,24
8,10,165,271
6,10,81,163
4,5,31,53
8,9,149,257
6,8,94,144
4,6,44,59
8,9,130,201
6,7,39,65
4,8,35,52
8,10,108,188
6,9,84,153
4,9,18,28
8,10,87,130
6,8,50,82
4,10,4,26
8,9,120,194
6,7,68,122
4,6,1,22
8,10,115,171
6,9,53,133
4,7,33,53
8,10,104,172
6,8,59,116
4,9,26,62
8,9,122,199
6,10,41,123
4,10,13,51
8,10,121,225
6,9,70,146
4,5,37,48
8,10,132,180
6,8,68,90
4,7,28,58
8,9,140,244
6,10,81,149
4,8,18,38
8,9,101,181
6,9,65,116
4,10,17,43
8,10,124,196
6,8,74,127
4,5,30,57
8,9,126,190
6,10,38,95
4,6,8,28
8,9,109,178
6,9,51,92
4,8,10,44
8,10,149,224
6,7,52,109
4,9,9,21
8,10,88,171
6,10,45,90
4,10,20,47
8,9,129,185
6,9,40,81
3,5,10,20
7,10,101,150
5,10,50,86
3,9,2,24
7,9,88,143
5,10,23,43
3,7,4,7
7,10,61,130
5,7,40,82
3,4,2,13
7,9,86,132
5,7,47,65
3,8,10,24
7,10,84,159
5,7,47,60
3,6,12,29
7,8,85,161
5,9,23,83
3,10,3,16
7,10,76,137
5,9,47,87
3,8,32,51
7,8,64,101
5,6,67,102
3,5,17,37
7,9,92,167
5,6,38,67
3,9,2,5
7,8,66,134
5,6,33,60
3,7,7,26
7,9,82,129
5,8,28,73
3,4,22,26
7,8,88,163
5,8,35,69
3,9,7,33
7,9,98,198
5,8,31,62
3,6,7,19
7,10,99,157
5,10,37,56
3,10,5,18
7,9,113,193
5,10,10,54
3,8,5,18
7,10,83,148
5,7,40,74
3,5,16,32
7,9,135,242
5,7,31,78
3,9,0,0
7,10,75,114
5,7,46,98
3,7,0,3
7,8,118,151
5,9,34,84
3,4,5,5
7,10,95,162
5,9,29,83
3,9,8,26
7,8,118,173
5,6,32,89
3,6,24,52
7,9,118,173
5,6,53,119
3,10,4,20
7,8,103,158
5,6,53,81
3,8,4,22
7,9,53,96
5,8,76,114
3,5,10,20
7,8,95,173
5,8,53,100
3,10,0,23
7,9,162,223
5,8,36,85
3,7,3,27
7,10,75,182
5,10,48,92
3,4,14,42
7,9,98,182
5,10,30,71
3,9,17,32
7,10,57,118
5,7,25,48
3,6,16,29
7,9,33,131
5,7,18,31
3,10,0,19
7,10,90,157
5,7,69,108
3,8,15,19
7,8,103,157
5,9,62,138
3,5,25,40
7,10,51,124
5,9,4,34
3,10,1,16
7,8,43,94
5,6,37,82
3,7,15,54
7,9,90,175
5,6,51,76
3,4,34,41
7,8,69,129
5,6,34,62
3,9,3,16
7,9,86,173
5,8,51,105
3,6,25,50
7,8,98,172
5,8,29,65
3,4,11,29
7,9,91,155
5,10,12,44
3,8,0,6
7,10,91,149
5,10,15,54
3,5,10,20
7,9,61,120
5,10,20,60
3,10,2,10
7,10,108,159
5,7,60,103
3,7,6,7
7,9,113,189
4,7,12,64
8,10,161,251
6,8,64,123
4,8,4,38
8,9,147,251
6,7,65,139
4,10,6,29
8,10,112,236
6,9,49,88
4,5,49,62
8,10,134,228
6,8,46,86
4,7,12,36
8,9,129,209
6,10,19,83
4,8,16,46
8,10,124,187
6,9,31,95
4,9,8,43
8,10,160,275
6,8,89,159
4,5,35,43
8,9,139,220
6,10,20,56
4,6,26,43
8,9,98,158
6,9,68,126
4,8,13,42
8,10,142,226
6,8,73,121
4,9,19,56
8,9,138,217
6,10,24,68
4,10,3,23
8,9,91,162
6,9,27,80
4,6,22,46
8,10,105,182
6,7,76,140
4,7,41,95
8,10,154,228
6,10,32,88
4,8,31,59
8,9,132,170
6,9,70,126
4,10,9,22
8,10,177,221
6,7,65,128
4,5,26,50
8,10,102,192
6,10,58,142
4,7,9,21
8,9,158,246
6,8,111,144
4,8,23,59
8,10,151,251
6,7,68,108
4,9,17,51
8,10,113,198
6,10,31,112
4,5,26,30
8,9,175,258
6,8,44,115
4,6,22,41
8,9,140,159
6,7,97,145
4,8,15,47
8,10,163,255
6,10,61,145
4,9,17,44
8,9,183,269
6,8,21,81
4,10,17,50
8,9,135,226
6,7,125,176
4,6,44,80
8,10,137,203
6,9,85,147
4,7,6,31
8,10,123,220
6,8,85,169
4,8,5,20
8,9,134,209
6,7,91,140
4,10,5,38
8,10,84,154
6,9,98,155
4,5,18,37
8,10,100,172
6,8,39,106
4,7,20,25
8,9,138,194
6,10,86,155
4,8,9,31
8,10,89,185
6,9,61,131
4,9,25,39
8,10,116,231
6,8,48,76
4,5,28,43
8,9,128,187
6,10,83,158
4,6,22,39
8,9,149,230
6,9,75,115
4,8,7,44
8,10,68,166
6,7,58,134
4,9,17,35
8,9,104,169
6,10,46,102
4,10,38,70
8,9,137,220
6,9,54,96
4,6,19,39
8,10,117,211
6,7,68,125
4,7,9,30
8,10,104,153
6,10,28,89
4,9,10,31
8,9,163,237
6,9,41,87
4,10,1,17
8,10,99,173
6,7,38,67
4,5,14,38
8,10,119,196
5,8,24,69
3,10,0,15
7,8,150,221
5,10,29,64
3,7,0,1
7,10,67,136
5,10,22,71
3,4,27,33
7,8,101,163
5,10,30,58
3,9,9,29
7,9,90,141
5,7,30,58
3,6,4,21
7,8,76,120
5,7,47,83
3,4,6,11
7,9,107,194
5,9,19,77
3,8,0,21
7,10,80,134
5,9,51,72
3,5,14,25
7,9,89,133
5,9,32,68
3,10,0,0
7,10,157,262
5,6,66,88
3,7,7,13
7,9,85,148
5,6,22,66
3,5,5,20
7,10,60,123
5,6,33,68
3,9,0,4
7,8,95,145
5,8,40,87
3,6,14,38
7,10,85,135
5,8,50,99
3,4,5,20
7,8,121,158
5,10,24,82
3,8,0,10
7,10,56,92
5,10,35,67
3,5,8,11
7,8,49,112
5,10,59,123
3,10,0,2
7,9,112,169
5,7,33,93
3,7,1,7
7,8,130,190
5,7,59,101
3,5,2,10
7,9,88,155
5,9,57,110
3,9,0,17
7,10,126,202
5,9,20,54
3,6,8,15
7,9,51,100
5,9,75,117
3,4,8,16
7,10,155,255
5,6,72,99
3,8,10,18
7,9,79,144
5,6,31,73
3,6,12,22
7,10,64,102
5,6,57,118
3,10,2,13
7,8,87,130
5,8,37,74
3,7,0,6
7,10,70,149
5,8,36,94
3,5,29,55
7,8,66,151
5,10,30,59
3,9,2,26
7,10,129,210
5,10,9,33
3,6,35,36
7,8,85,159
5,10,37,77
3,4,26,49
7,9,89,132
5,7,24,71
3,8,0,12
7,8,118,156
5,7,24,80
3,6,20,44
7,9,86,170
5,9,32,70
3,10,0,4
7,8,75,162
5,9,19,53
3,7,15,25
7,9,121,149
5,9,16,49
3,5,19,28
7,10,90,183
5,6,53,86
3,9,3,9
7,9,56,111
5,6,37,63
3,7,13,24
7,10,94,167
5,8,25,78
3,4,22,33
7,8,72,139
5,8,59,111
3,8,4,21
7,10,108,153
5,8,11,58
3,6,7,15
7,8,68,132
5,10,22,57
3,10,10,28
7,10,69,117
5,10,14,44
3,8,9,27
7,8,118,183
5,10,23,53
3,5,16,17
6,7,69,87
4,8,27,59
8,10,94,212
6,9,47,96
4,9,28,43
8,10,169,260
6,8,86,126
4,5,27,58
8,9,177,263
6,10,69,121
4,6,56,66
8,10,82,163
6,9,14,49
4,7,11,11
8,10,92,215
6,8,42,116
4,9,21,49
8,9,98,178
6,10,49,100
4,10,17,46
8,9,103,202
6,9,47,90
4,6,3,30
8,10,122,180
6,8,48,97
4,7,4,18
8,9,117,169
6,10,78,163
4,8,10,36
8,9,156,240
6,9,19,78
4,10,5,27
8,10,112,217
6,7,65,109
4,5,50,55
8,10,140,194
6,10,72,160
4,6,26,54
8,9,165,230
6,9,66,121
4,8,0,39
8,10,110,142
6,7,63,88
4,9,4,33
8,10,99,172
6,10,57,101
4,5,50,92
8,9,157,212
6,8,79,171
4,6,14,35
8,10,173,300
6,7,72,118
4,7,13,32
8,10,83,137
6,10,40,117
4,9,4,35
8,9,139,208
6,8,55,136
4,10,13,15
8,9,129,196
6,7,55,90
4,6,49,62
8,10,155,288
6,10,25,66
4,7,14,54
8,9,73,170
6,8,52,104
4,8,0,5
8,9,87,184
6,7,140,180
4,10,23,36
8,10,85,158
6,9,98,177
4,5,28,65
8,10,152,235
6,8,68,95
4,7,17,47
8,9,180,260
6,7,70,112
4,8,21,22
8,10,157,240
6,9,45,87
4,9,13,30
8,10,184,284
6,8,105,145
4,5,26,36
8,9,127,258
6,10,44,93
4,6,15,40
8,9,170,243
6,9,98,165
4,7,27,39
8,10,165,263
6,8,100,147
4,9,27,38
8,9,103,157
6,10,41,104
4,10,25,52
8,9,114,200
6,9,20,70
4,6,19,38
8,10,111,180
6,7,51,103
4,7,19,45
8,9,126,214
6,10,44,80
4,8,9,26
8,9,142,239
6,9,29,74
4,10,21,33
8,10,102,204
6,7,75,100
4,5,53,82
8,10,82,155
6,10,48,103
4,7,9,54
8,9,107,187
6,9,55,91
4,8,14,36
8,10,142,247
6,7,95,151
4,9,0,25
8,10,83,173
6,10,43,103
4,5,9,14
8,9,146,207
6,8,44,70
3,10,0,10
7,8,78,147
5,8,71,97
3,7,16,22
7,9,91,140
5,8,30,67
3,5,0,3
7,10,75,155
5,10,12,36
3,9,11,28
7,9,95,170
5,10,70,110
3,7,3,15
7,10,89,168
5,7,54,97
3,4,21,39
7,8,83,141
5,7,28,70
3,8,1,11
7,10,78,128
5,7,73,103
3,6,1,33
7,8,80,141
5,9,53,93
3,10,1,11
7,10,70,130
5,9,52,104
3,8,3,3
7,8,98,171
5,9,19,58
3,5,9,25
7,9,56,111
5,6,36,60
3,9,1,18
7,8,115,153
5,6,50,71
3,7,6,17
7,9,118,179
5,8,72,96
3,4,14,32
7,8,35,90
5,8,19,41
3,8,0,0
7,9,71,139
5,8,47,72
3,6,2,7
7,10,54,122
5,10,2,35
3,10,3,17
7,9,53,128
5,10,15,32
3,8,10,27
7,10,81,134
5,7,54,87
3,5,12,20
7,8,82,123
5,7,41,74
3,9,4,14
7,10,86,152
5,7,46,74
3,7,1,9
7,8,131,204
5,9,32,59
3,4,9,16
7,10,76,141
5,9,50,74
3,9,0,8
7,8,159,242
5,6,17,49
3,6,1,27
7,9,104,171
5,6,34,48
3,10,0,24
7,8,112,167
5,6,58,87
3,8,7,18
7,9,124,194
5,8,14,51
3,5,8,25
7,8,119,182
5,8,55,113
3,10,0,3
7,9,119,193
5,8,77,107
3,7,0,13
7,10,67,142
5,10,27,80
3,4,23,36
7,9,91,155
5,10,42,77
3,9,0,8
7,10,93,193
5,7,46,88
3,6,0,8
7,9,98,149
5,7,48,91
3,10,0,7
7,10,135,189
5,7,41,73
3,8,0,22
7,8,136,214
5,9,21,45
3,5,39,58
7,10,54,127
5,9,34,63
3,10,0,12
7,8,43,87
5,6,34,63
3,7,0,6
7,9,97,180
5,6,45,90
3,4,16,26
7,8,173,215
5,6,35,62
3,9,2,14
7,9,59,139
5,8,29,50
3,6,4,25
7,8,52,146
5,8,35,83
3,4,23,35
7,9,60,160
5,8,32,84
3,8,2,13
7,10,80,136
5,10,33,74
3,5,17,32
7,9,81,154
4,7,30,49
8,10,127,202
6,8,73,120
4,9,4,19
8,9,105,187
6,10,49,92
4,10,13,41
8,10,120,235
6,9,35,60
4,5,25,54
8,10,179,324
6,8,36,119
4,7,8,26
8,9,178,223
6,10,72,101
4,8,17,48
8,9,108,167
6,9,59,115
4,10,8,32
8,10,142,238
6,8,69,126
4,5,52,52
8,9,97,194
6,10,73,136
4,6,15,35
8,9,159,254
6,9,62,115
4,8,6,27
8,10,110,193
6,7,66,96
4,9,9,22
8,10,120,200
6,10,56,129
4,10,29,53
8,9,111,186
6,9,63,127
4,6,36,50
8,10,157,208
6,7,95,118
4,7,33,51
8,10,124,205
6,10,19,77
4,9,3,19
8,9,127,214
6,8,81,125
4,10,11,23
8,10,76,186
6,7,85,123
4,5,29,43
8,10,100,192
6,10,49,91
4,7,8,26
8,9,142,238
6,8,67,67
4,8,14,42
8,9,202,291
6,7,73,109
4,10,44,80
8,10,96,179
6,9,47,108
4,5,43,62
8,9,142,209
6,8,65,118
4,6,52,88
8,9,124,212
6,7,104,132
4,8,19,46
8,10,106,205
6,9,19,57
4,9,7,26
8,10,160,225
6,8,57,99
4,5,28,57
8,9,170,264
6,7,113,172
4,6,37,79
8,10,106,186
6,9,53,123
4,7,35,71
8,10,117,231
6,8,47,88
4,9,22,29
8,9,155,249
6,10,38,90
4,10,0,21
8,9,118,210
6,9,54,111
4,5,28,53
8,10,92,181
6,8,79,161
4,7,27,41
8,9,169,247
6,10,42,120
4,8,19,36
8,9,127,176
6,9,36,108
4,10,9,32
8,10,88,172
6,7,49,106
4,5,42,54
8,9,185,310
6,10,63,123
4,6,21,34
8,9,129,223
6,9,40,89
4,8,16,45
8,10,118,200
6,7,37,74
4,9,17,36
8,10,117,185
6,10,59,129
4,5,25,39
8,9,101,200
